inspection_id,lon,lat,census_block_2010
472,-76.97912225,38.91956611,110010091022006
473,-76.97912225,38.91956611,110010091022006
474,-76.98512507,38.91044933,110010088042001
475,-76.98512507,38.91044933,110010088042001
476,-76.98512507,38.91044933,110010088042001
477,-76.97794127,38.92792669,110010111002017
478,-76.97794127,38.92792669,110010111002017
479,-76.97794127,38.92792669,110010111002017
480,-76.98506764,38.91048932,110010088042001
481,-76.98506764,38.91048932,110010088042001
482,-76.98506764,38.91048932,110010088042001
483,-76.98506764,38.91048932,110010088042001
484,-76.98506764,38.91048932,110010088042001
485,-76.98506764,38.91048932,110010088042001
486,-76.97870604,38.89499487,110010079012000
487,-76.98498392,38.91056615,110010088042001
488,-76.98498392,38.91056615,110010088042001
489,-76.98498392,38.91056615,110010088042001
490,-76.98498392,38.91056615,110010088042001
491,-76.98498392,38.91056615,110010088042001
492,-76.98498392,38.91056615,110010088042001
493,-76.98498392,38.91056615,110010088042001
494,-76.98498392,38.91056615,110010088042001
495,-76.98498392,38.91056615,110010088042001
496,-76.98498392,38.91056615,110010088042001
497,-76.98498392,38.91056615,110010088042001
498,-76.98493721,38.91061038,110010088042001
499,-76.98493721,38.91061038,110010088042001
500,-76.98493721,38.91061038,110010088042001
501,-76.98493721,38.91061038,110010088042001
502,-76.9783962,38.92843007,110010094002020
503,-76.97677613,38.8992314,110010089042006
504,-76.97677613,38.8992314,110010089042006
505,-76.98475269,38.91079673,110010088042001
506,-76.98475269,38.91079673,110010088042001
507,-76.98475269,38.91079673,110010088042001
508,-76.98475269,38.91079673,110010088042001
509,-76.98475269,38.91079673,110010088042001
510,-76.98475269,38.91079673,110010088042001
511,-76.97667955,38.8991558,110010089042006
512,-76.98467889,38.91087366,110010088042001
513,-76.98467889,38.91087366,110010088042001
514,-76.98467889,38.91087366,110010088042001
515,-76.98467889,38.91087366,110010088042001
516,-76.98467889,38.91087366,110010088042001
517,-76.98467889,38.91087366,110010088042001
518,-76.97683957,38.89875911,110010079011000
519,-76.97683957,38.89875911,110010079011000
520,-76.97683957,38.89875911,110010079011000
521,-76.97683957,38.89875911,110010079011000
522,-76.97683957,38.89875911,110010079011000
523,-76.97677421,38.8987409,110010079011000
